Year,Country,Count
1900,nan,0
1900,Indonesia,0
1900,Nigeria,0
1900,Kenya,0
1900,Denmark,0
1900,Slovenia,0
1900,Australia,0
1900,South Korea,0
1900,Italy,0
1900,Sweden,0
1900,Morocco,0
1900,Finland,0
1900,Sri Lanka,0
1900,Czech Republic,1
1900,New Zealand,0
1900,Greece,0
1900,Vietnam,0
1900,Lithuania,0
1900,Israel,0
1900,ZZX,3
1900,Cuba,0
1900,Slovakia,0
1900,Turkey,0
1900,Bulgaria,0
1900,Colombia,0
1900,Jamaica,0
1900,Belgium,0
1900,Thailand,0
1900,Bahrain,0
1900,USA,4
1900,Kazakhstan,0
1900,Croatia,0
1900,Georgia,0
1900,Malaysia,0
1900,Zimbabwe,0
1900,Algeria,0
1900,Spain,0
1900,Venezuela,0
1900,Switzerland,0
1900,Poland,0
1900,Costa Rica,0
1900,Mongolia,0
1900,Uzbekistan,0
1900,Syria,0
1900,South Africa,0
1900,Brazil,0
1900,Hungary,0
1900,Taiwan,0
1900,China,0
1900,Montenegro,0
1900,Russia,0
1900,Egypt,0
1900,Ukraine,0
1900,IOP,0
1900,Mexico,0
1900,Netherlands,0
1900,Cameroon,0
1900,Romania,0
1900,Japan,0
1900,Ireland,0
1900,Bahamas,0
1900,Portugal,0
1900,Mozambique,0
1900,Singapore,0
1900,Canada,0
1900,Austria,0
1900,Ethiopia,0
1900,Norway,0
1900,Latvia,0
1900,Germany,0
1900,Azerbaijan,0
1900,Estonia,0
1900,Belarus,0
1900,Tunisia,0
1900,UK,2
1900,Chile,0
1900,India,0
1900,Serbia,0
1900,Argentina,0
1900,North Korea,0
1900,Tajikistan,0
1900,Iceland,0
1900,Peru,0
1900,France,1
1904,nan,0
1904,Indonesia,0
1904,Nigeria,0
1904,Kenya,0
1904,Denmark,0
1904,Slovenia,0
1904,Australia,0
1904,South Korea,0
1904,Italy,0
1904,Sweden,0
1904,Morocco,0
1904,Finland,0
1904,Sri Lanka,0
1904,Czech Republic,0
1904,New Zealand,0
1904,Greece,0
1904,Vietnam,0
1904,Lithuania,0
1904,Israel,0
1904,ZZX,0
1904,Cuba,0
1904,Slovakia,0
1904,Turkey,0
1904,Bulgaria,0
1904,Colombia,0
1904,Jamaica,0
1904,Belgium,0
1904,Thailand,0
1904,Bahrain,0
1904,USA,12
1904,Kazakhstan,0
1904,Croatia,0
1904,Georgia,0
1904,Malaysia,0
1904,Zimbabwe,0
1904,Algeria,0
1904,Spain,0
1904,Venezuela,0
1904,Switzerland,0
1904,Poland,0
1904,Costa Rica,0
1904,Mongolia,0
1904,Uzbekistan,0
1904,Syria,0
1904,South Africa,0
1904,Brazil,0
1904,Hungary,0
1904,Taiwan,0
1904,China,0
1904,Montenegro,0
1904,Russia,0
1904,Egypt,0
1904,Ukraine,0
1904,IOP,0
1904,Mexico,0
1904,Netherlands,0
1904,Cameroon,0
1904,Romania,0
1904,Japan,0
1904,Ireland,0
1904,Bahamas,0
1904,Portugal,0
1904,Mozambique,0
1904,Singapore,0
1904,Canada,0
1904,Austria,0
1904,Ethiopia,0
1904,Norway,0
1904,Latvia,0
1904,Germany,0
1904,Azerbaijan,0
1904,Estonia,0
1904,Belarus,0
1904,Tunisia,0
1904,UK,0
1904,Chile,0
1904,India,0
1904,Serbia,0
1904,Argentina,0
1904,North Korea,0
1904,Tajikistan,0
1904,Iceland,0
1904,Peru,0
1904,France,0
1908,nan,0
1908,Indonesia,0
1908,Nigeria,0
1908,Kenya,0
1908,Denmark,0
1908,Slovenia,0
1908,Australia,0
1908,South Korea,0
1908,Italy,0
1908,Sweden,1
1908,Morocco,0
1908,Finland,0
1908,Sri Lanka,0
1908,Czech Republic,0
1908,New Zealand,0
1908,Greece,0
1908,Vietnam,0
1908,Lithuania,0
1908,Israel,0
1908,ZZX,0
1908,Cuba,0
1908,Slovakia,0
1908,Turkey,0
1908,Bulgaria,0
1908,Colombia,0
1908,Jamaica,0
1908,Belgium,0
1908,Thailand,0
1908,Bahrain,0
1908,USA,0
1908,Kazakhstan,0
1908,Croatia,0
1908,Georgia,0
1908,Malaysia,0
1908,Zimbabwe,0
1908,Algeria,0
1908,Spain,0
1908,Venezuela,0
1908,Switzerland,0
1908,Poland,0
1908,Costa Rica,0
1908,Mongolia,0
1908,Uzbekistan,0
1908,Syria,0
1908,South Africa,0
1908,Brazil,0
1908,Hungary,0
1908,Taiwan,0
1908,China,0
1908,Montenegro,0
1908,Russia,0
1908,Egypt,0
1908,Ukraine,0
1908,IOP,0
1908,Mexico,0
1908,Netherlands,0
1908,Cameroon,0
1908,Romania,0
1908,Japan,0
1908,Ireland,0
1908,Bahamas,0
1908,Portugal,0
1908,Mozambique,0
1908,Singapore,0
1908,Canada,0
1908,Austria,0
1908,Ethiopia,0
1908,Norway,0
1908,Latvia,0
1908,Germany,3
1908,Azerbaijan,0
1908,Estonia,0
1908,Belarus,0
1908,Tunisia,0
1908,UK,11
1908,Chile,0
1908,India,0
1908,Serbia,0
1908,Argentina,0
1908,North Korea,0
1908,Tajikistan,0
1908,Iceland,0
1908,Peru,0
1908,France,0
1912,nan,0
1912,Indonesia,0
1912,Nigeria,0
1912,Kenya,0
1912,Denmark,1
1912,Slovenia,0
1912,Australia,2
1912,South Korea,0
1912,Italy,0
1912,Sweden,4
1912,Morocco,0
1912,Finland,0
1912,Sri Lanka,0
1912,Czech Republic,0
1912,New Zealand,0
1912,Greece,0
1912,Vietnam,0
1912,Lithuania,0
1912,Israel,0
1912,ZZX,0
1912,Cuba,0
1912,Slovakia,0
1912,Turkey,0
1912,Bulgaria,0
1912,Colombia,0
1912,Jamaica,0
1912,Belgium,0
1912,Thailand,0
1912,Bahrain,0
1912,USA,0
1912,Kazakhstan,0
1912,Croatia,0
1912,Georgia,0
1912,Malaysia,0
1912,Zimbabwe,0
1912,Algeria,0
1912,Spain,0
1912,Venezuela,0
1912,Switzerland,0
1912,Poland,0
1912,Costa Rica,0
1912,Mongolia,0
1912,Uzbekistan,0
1912,Syria,0
1912,South Africa,0
1912,Brazil,0
1912,Hungary,0
1912,Taiwan,0
1912,China,0
1912,Montenegro,0
1912,Russia,0
1912,Egypt,0
1912,Ukraine,0
1912,IOP,0
1912,Mexico,0
1912,Netherlands,0
1912,Cameroon,0
1912,Romania,0
1912,Japan,0
1912,Ireland,0
1912,Bahamas,0
1912,Portugal,0
1912,Mozambique,0
1912,Singapore,0
1912,Canada,0
1912,Austria,4
1912,Ethiopia,0
1912,Norway,1
1912,Latvia,0
1912,Germany,6
1912,Azerbaijan,0
1912,Estonia,0
1912,Belarus,0
1912,Tunisia,0
1912,UK,10
1912,Chile,0
1912,India,0
1912,Serbia,0
1912,Argentina,0
1912,North Korea,0
1912,Tajikistan,0
1912,Iceland,0
1912,Peru,0
1912,France,2
1916,nan,0
1916,Indonesia,0
1916,Nigeria,0
1916,Kenya,0
1916,Denmark,0
1916,Slovenia,0
1916,Australia,0
1916,South Korea,0
1916,Italy,0
1916,Sweden,0
1916,Morocco,0
1916,Finland,0
1916,Sri Lanka,0
1916,Czech Republic,0
1916,New Zealand,0
1916,Greece,0
1916,Vietnam,0
1916,Lithuania,0
1916,Israel,0
1916,ZZX,0
1916,Cuba,0
1916,Slovakia,0
1916,Turkey,0
1916,Bulgaria,0
1916,Colombia,0
1916,Jamaica,0
1916,Belgium,0
1916,Thailand,0
1916,Bahrain,0
1916,USA,0
1916,Kazakhstan,0
1916,Croatia,0
1916,Georgia,0
1916,Malaysia,0
1916,Zimbabwe,0
1916,Algeria,0
1916,Spain,0
1916,Venezuela,0
1916,Switzerland,0
1916,Poland,0
1916,Costa Rica,0
1916,Mongolia,0
1916,Uzbekistan,0
1916,Syria,0
1916,South Africa,0
1916,Brazil,0
1916,Hungary,0
1916,Taiwan,0
1916,China,0
1916,Montenegro,0
1916,Russia,0
1916,Egypt,0
1916,Ukraine,0
1916,IOP,0
1916,Mexico,0
1916,Netherlands,0
1916,Cameroon,0
1916,Romania,0
1916,Japan,0
1916,Ireland,0
1916,Bahamas,0
1916,Portugal,0
1916,Mozambique,0
1916,Singapore,0
1916,Canada,0
1916,Austria,0
1916,Ethiopia,0
1916,Norway,0
1916,Latvia,0
1916,Germany,0
1916,Azerbaijan,0
1916,Estonia,0
1916,Belarus,0
1916,Tunisia,0
1916,UK,0
1916,Chile,0
1916,India,0
1916,Serbia,0
1916,Argentina,0
1916,North Korea,0
1916,Tajikistan,0
1916,Iceland,0
1916,Peru,0
1916,France,0
1920,nan,0
1920,Indonesia,0
1920,Nigeria,0
1920,Kenya,0
1920,Denmark,1
1920,Slovenia,0
1920,Australia,0
1920,South Korea,0
1920,Italy,0
1920,Sweden,7
1920,Morocco,0
1920,Finland,1
1920,Sri Lanka,0
1920,Czech Republic,1
1920,New Zealand,0
1920,Greece,0
1920,Vietnam,0
1920,Lithuania,0
1920,Israel,0
1920,ZZX,0
1920,Cuba,0
1920,Slovakia,0
1920,Turkey,0
1920,Bulgaria,0
1920,Colombia,0
1920,Jamaica,0
1920,Belgium,0
1920,Thailand,0
1920,Bahrain,0
1920,USA,14
1920,Kazakhstan,0
1920,Croatia,0
1920,Georgia,0
1920,Malaysia,0
1920,Zimbabwe,0
1920,Algeria,0
1920,Spain,0
1920,Venezuela,0
1920,Switzerland,0
1920,Poland,0
1920,Costa Rica,0
1920,Mongolia,0
1920,Uzbekistan,0
1920,Syria,0
1920,South Africa,0
1920,Brazil,0
1920,Hungary,0
1920,Taiwan,0
1920,China,0
1920,Montenegro,0
1920,Russia,0
1920,Egypt,0
1920,Ukraine,0
1920,IOP,0
1920,Mexico,0
1920,Netherlands,0
1920,Cameroon,0
1920,Romania,0
1920,Japan,0
1920,Ireland,0
1920,Bahamas,0
1920,Portugal,0
1920,Mozambique,0
1920,Singapore,0
1920,Canada,0
1920,Austria,0
1920,Ethiopia,0
1920,Norway,1
1920,Latvia,0
1920,Germany,0
1920,Azerbaijan,0
1920,Estonia,0
1920,Belarus,0
1920,Tunisia,0
1920,UK,14
1920,Chile,0
1920,India,0
1920,Serbia,0
1920,Argentina,0
1920,North Korea,0
1920,Tajikistan,0
1920,Iceland,0
1920,Peru,0
1920,France,4
1924,nan,0
1924,Indonesia,0
1924,Nigeria,0
1924,Kenya,0
1924,Denmark,2
1924,Slovenia,0
1924,Australia,0
1924,South Korea,0
1924,Italy,0
1924,Sweden,7
1924,Morocco,0
1924,Finland,0
1924,Sri Lanka,0
1924,Czech Republic,0
1924,New Zealand,0
1924,Greece,0
1924,Vietnam,0
1924,Lithuania,0
1924,Israel,0
1924,ZZX,0
1924,Cuba,0
1924,Slovakia,0
1924,Turkey,0
1924,Bulgaria,0
1924,Colombia,0
1924,Jamaica,0
1924,Belgium,0
1924,Thailand,0
1924,Bahrain,0
1924,USA,25
1924,Kazakhstan,0
1924,Croatia,0
1924,Georgia,0
1924,Malaysia,0
1924,Zimbabwe,0
1924,Algeria,0
1924,Spain,0
1924,Venezuela,0
1924,Switzerland,0
1924,Poland,0
1924,Costa Rica,0
1924,Mongolia,0
1924,Uzbekistan,0
1924,Syria,0
1924,South Africa,0
1924,Brazil,0
1924,Hungary,0
1924,Taiwan,0
1924,China,0
1924,Montenegro,0
1924,Russia,0
1924,Egypt,0
1924,Ukraine,0
1924,IOP,0
1924,Mexico,0
1924,Netherlands,1
1924,Cameroon,0
1924,Romania,0
1924,Japan,0
1924,Ireland,0
1924,Bahamas,0
1924,Portugal,0
1924,Mozambique,0
1924,Singapore,0
1924,Canada,0
1924,Austria,0
1924,Ethiopia,0
1924,Norway,0
1924,Latvia,0
1924,Germany,0
1924,Azerbaijan,0
1924,Estonia,0
1924,Belarus,0
1924,Tunisia,0
1924,UK,15
1924,Chile,0
1924,India,0
1924,Serbia,0
1924,Argentina,0
1924,North Korea,0
1924,Tajikistan,0
1924,Iceland,0
1924,Peru,0
1924,France,1
1928,nan,0
1928,Indonesia,0
1928,Nigeria,0
1928,Kenya,0
1928,Denmark,0
1928,Slovenia,0
1928,Australia,0
1928,South Korea,0
1928,Italy,12
1928,Sweden,3
1928,Morocco,0
1928,Finland,0
1928,Sri Lanka,0
1928,Czech Republic,0
1928,New Zealand,0
1928,Greece,0
1928,Vietnam,0
1928,Lithuania,0
1928,Israel,0
1928,ZZX,0
1928,Cuba,0
1928,Slovakia,0
1928,Turkey,0
1928,Bulgaria,0
1928,Colombia,0
1928,Jamaica,0
1928,Belgium,0
1928,Thailand,0
1928,Bahrain,0
1928,USA,20
1928,Kazakhstan,0
1928,Croatia,0
1928,Georgia,0
1928,Malaysia,0
1928,Zimbabwe,0
1928,Algeria,0
1928,Spain,0
1928,Venezuela,0
1928,Switzerland,1
1928,Poland,1
1928,Costa Rica,0
1928,Mongolia,0
1928,Uzbekistan,0
1928,Syria,0
1928,South Africa,4
1928,Brazil,0
1928,Hungary,0
1928,Taiwan,0
1928,China,0
1928,Montenegro,0
1928,Russia,0
1928,Egypt,0
1928,Ukraine,0
1928,IOP,0
1928,Mexico,0
1928,Netherlands,16
1928,Cameroon,0
1928,Romania,0
1928,Japan,1
1928,Ireland,0
1928,Bahamas,0
1928,Portugal,0
1928,Mozambique,0
1928,Singapore,0
1928,Canada,7
1928,Austria,0
1928,Ethiopia,0
1928,Norway,0
1928,Latvia,0
1928,Germany,9
1928,Azerbaijan,0
1928,Estonia,0
1928,Belarus,0
1928,Tunisia,0
1928,UK,20
1928,Chile,0
1928,India,0
1928,Serbia,0
1928,Argentina,0
1928,North Korea,0
1928,Tajikistan,0
1928,Iceland,0
1928,Peru,0
1928,France,1
1932,nan,0
1932,Indonesia,0
1932,Nigeria,0
1932,Kenya,0
1932,Denmark,1
1932,Slovenia,0
1932,Australia,2
1932,South Korea,0
1932,Italy,0
1932,Sweden,0
1932,Morocco,0
1932,Finland,0
1932,Sri Lanka,0
1932,Czech Republic,0
1932,New Zealand,0
1932,Greece,0
1932,Vietnam,0
1932,Lithuania,0
1932,Israel,0
1932,ZZX,0
1932,Cuba,0
1932,Slovakia,0
1932,Turkey,0
1932,Bulgaria,0
1932,Colombia,0
1932,Jamaica,0
1932,Belgium,0
1932,Thailand,0
1932,Bahrain,0
1932,USA,27
1932,Kazakhstan,0
1932,Croatia,0
1932,Georgia,0
1932,Malaysia,0
1932,Zimbabwe,0
1932,Algeria,0
1932,Spain,0
1932,Venezuela,0
1932,Switzerland,0
1932,Poland,2
1932,Costa Rica,0
1932,Mongolia,0
1932,Uzbekistan,0
1932,Syria,0
1932,South Africa,2
1932,Brazil,0
1932,Hungary,1
1932,Taiwan,0
1932,China,0
1932,Montenegro,0
1932,Russia,0
1932,Egypt,0
1932,Ukraine,0
1932,IOP,0
1932,Mexico,0
1932,Netherlands,5
1932,Cameroon,0
1932,Romania,0
1932,Japan,1
1932,Ireland,0
1932,Bahamas,0
1932,Portugal,0
1932,Mozambique,0
1932,Singapore,0
1932,Canada,6
1932,Austria,1
1932,Ethiopia,0
1932,Norway,0
1932,Latvia,0
1932,Germany,2
1932,Azerbaijan,0
1932,Estonia,0
1932,Belarus,0
1932,Tunisia,0
1932,UK,10
1932,Chile,0
1932,India,0
1932,Serbia,0
1932,Argentina,0
1932,North Korea,0
1932,Tajikistan,0
1932,Iceland,0
1932,Peru,0
1932,France,0
1936,nan,0
1936,Indonesia,0
1936,Nigeria,0
1936,Kenya,0
1936,Denmark,2
1936,Slovenia,0
1936,Australia,0
1936,South Korea,0
1936,Italy,1
1936,Sweden,0
1936,Morocco,0
1936,Finland,0
1936,Sri Lanka,0
1936,Czech Republic,8
1936,New Zealand,0
1936,Greece,0
1936,Vietnam,0
1936,Lithuania,0
1936,Israel,0
1936,ZZX,0
1936,Cuba,0
1936,Slovakia,0
1936,Turkey,0
1936,Bulgaria,0
1936,Colombia,0
1936,Jamaica,0
1936,Belgium,0
1936,Thailand,0
1936,Bahrain,0
1936,USA,16
1936,Kazakhstan,0
1936,Croatia,0
1936,Georgia,0
1936,Malaysia,0
1936,Zimbabwe,0
1936,Algeria,0
1936,Spain,0
1936,Venezuela,0
1936,Switzerland,0
1936,Poland,3
1936,Costa Rica,0
1936,Mongolia,0
1936,Uzbekistan,0
1936,Syria,0
1936,South Africa,0
1936,Brazil,0
1936,Hungary,10
1936,Taiwan,0
1936,China,0
1936,Montenegro,0
1936,Russia,0
1936,Egypt,0
1936,Ukraine,0
1936,IOP,0
1936,Mexico,0
1936,Netherlands,8
1936,Cameroon,0
1936,Romania,0
1936,Japan,1
1936,Ireland,0
1936,Bahamas,0
1936,Portugal,0
1936,Mozambique,0
1936,Singapore,0
1936,Canada,5
1936,Austria,1
1936,Ethiopia,0
1936,Norway,0
1936,Latvia,0
1936,Germany,23
1936,Azerbaijan,0
1936,Estonia,0
1936,Belarus,0
1936,Tunisia,0
1936,UK,5
1936,Chile,0
1936,India,0
1936,Serbia,0
1936,Argentina,1
1936,North Korea,0
1936,Tajikistan,0
1936,Iceland,0
1936,Peru,0
1936,France,0
1940,nan,0
1940,Indonesia,0
1940,Nigeria,0
1940,Kenya,0
1940,Denmark,0
1940,Slovenia,0
1940,Australia,0
1940,South Korea,0
1940,Italy,0
1940,Sweden,0
1940,Morocco,0
1940,Finland,0
1940,Sri Lanka,0
1940,Czech Republic,0
1940,New Zealand,0
1940,Greece,0
1940,Vietnam,0
1940,Lithuania,0
1940,Israel,0
1940,ZZX,0
1940,Cuba,0
1940,Slovakia,0
1940,Turkey,0
1940,Bulgaria,0
1940,Colombia,0
1940,Jamaica,0
1940,Belgium,0
1940,Thailand,0
1940,Bahrain,0
1940,USA,0
1940,Kazakhstan,0
1940,Croatia,0
1940,Georgia,0
1940,Malaysia,0
1940,Zimbabwe,0
1940,Algeria,0
1940,Spain,0
1940,Venezuela,0
1940,Switzerland,0
1940,Poland,0
1940,Costa Rica,0
1940,Mongolia,0
1940,Uzbekistan,0
1940,Syria,0
1940,South Africa,0
1940,Brazil,0
1940,Hungary,0
1940,Taiwan,0
1940,China,0
1940,Montenegro,0
1940,Russia,0
1940,Egypt,0
1940,Ukraine,0
1940,IOP,0
1940,Mexico,0
1940,Netherlands,0
1940,Cameroon,0
1940,Romania,0
1940,Japan,0
1940,Ireland,0
1940,Bahamas,0
1940,Portugal,0
1940,Mozambique,0
1940,Singapore,0
1940,Canada,0
1940,Austria,0
1940,Ethiopia,0
1940,Norway,0
1940,Latvia,0
1940,Germany,0
1940,Azerbaijan,0
1940,Estonia,0
1940,Belarus,0
1940,Tunisia,0
1940,UK,0
1940,Chile,0
1940,India,0
1940,Serbia,0
1940,Argentina,0
1940,North Korea,0
1940,Tajikistan,0
1940,Iceland,0
1940,Peru,0
1940,France,0
1944,nan,0
1944,Indonesia,0
1944,Nigeria,0
1944,Kenya,0
1944,Denmark,0
1944,Slovenia,0
1944,Australia,0
1944,South Korea,0
1944,Italy,0
1944,Sweden,0
1944,Morocco,0
1944,Finland,0
1944,Sri Lanka,0
1944,Czech Republic,0
1944,New Zealand,0
1944,Greece,0
1944,Vietnam,0
1944,Lithuania,0
1944,Israel,0
1944,ZZX,0
1944,Cuba,0
1944,Slovakia,0
1944,Turkey,0
1944,Bulgaria,0
1944,Colombia,0
1944,Jamaica,0
1944,Belgium,0
1944,Thailand,0
1944,Bahrain,0
1944,USA,0
1944,Kazakhstan,0
1944,Croatia,0
1944,Georgia,0
1944,Malaysia,0
1944,Zimbabwe,0
1944,Algeria,0
1944,Spain,0
1944,Venezuela,0
1944,Switzerland,0
1944,Poland,0
1944,Costa Rica,0
1944,Mongolia,0
1944,Uzbekistan,0
1944,Syria,0
1944,South Africa,0
1944,Brazil,0
1944,Hungary,0
1944,Taiwan,0
1944,China,0
1944,Montenegro,0
1944,Russia,0
1944,Egypt,0
1944,Ukraine,0
1944,IOP,0
1944,Mexico,0
1944,Netherlands,0
1944,Cameroon,0
1944,Romania,0
1944,Japan,0
1944,Ireland,0
1944,Bahamas,0
1944,Portugal,0
1944,Mozambique,0
1944,Singapore,0
1944,Canada,0
1944,Austria,0
1944,Ethiopia,0
1944,Norway,0
1944,Latvia,0
1944,Germany,0
1944,Azerbaijan,0
1944,Estonia,0
1944,Belarus,0
1944,Tunisia,0
1944,UK,0
1944,Chile,0
1944,India,0
1944,Serbia,0
1944,Argentina,0
1944,North Korea,0
1944,Tajikistan,0
1944,Iceland,0
1944,Peru,0
1944,France,0
1948,nan,0
1948,Indonesia,0
1948,Nigeria,0
1948,Kenya,0
1948,Denmark,11
1948,Slovenia,0
1948,Australia,8
1948,South Korea,0
1948,Italy,2
1948,Sweden,1
1948,Morocco,0
1948,Finland,1
1948,Sri Lanka,0
1948,Czech Republic,8
1948,New Zealand,0
1948,Greece,0
1948,Vietnam,0
1948,Lithuania,0
1948,Israel,0
1948,ZZX,0
1948,Cuba,0
1948,Slovakia,0
1948,Turkey,0
1948,Bulgaria,0
1948,Colombia,0
1948,Jamaica,0
1948,Belgium,0
1948,Thailand,0
1948,Bahrain,0
1948,USA,22
1948,Kazakhstan,0
1948,Croatia,0
1948,Georgia,0
1948,Malaysia,0
1948,Zimbabwe,0
1948,Algeria,0
1948,Spain,0
1948,Venezuela,0
1948,Switzerland,0
1948,Poland,0
1948,Costa Rica,0
1948,Mongolia,0
1948,Uzbekistan,0
1948,Syria,0
1948,South Africa,0
1948,Brazil,0
1948,Hungary,11
1948,Taiwan,0
1948,China,0
1948,Montenegro,0
1948,Russia,0
1948,Egypt,0
1948,Ukraine,0
1948,IOP,0
1948,Mexico,0
1948,Netherlands,14
1948,Cameroon,0
1948,Romania,0
1948,Japan,0
1948,Ireland,0
1948,Bahamas,0
1948,Portugal,0
1948,Mozambique,0
1948,Singapore,0
1948,Canada,4
1948,Austria,4
1948,Ethiopia,0
1948,Norway,0
1948,Latvia,0
1948,Germany,0
1948,Azerbaijan,0
1948,Estonia,0
1948,Belarus,0
1948,Tunisia,0
1948,UK,5
1948,Chile,0
1948,India,0
1948,Serbia,0
1948,Argentina,1
1948,North Korea,0
1948,Tajikistan,0
1948,Iceland,0
1948,Peru,0
1948,France,4
1952,nan,0
1952,Indonesia,0
1952,Nigeria,0
1952,Kenya,0
1952,Denmark,2
1952,Slovenia,0
1952,Australia,4
1952,South Korea,0
1952,Italy,1
1952,Sweden,8
1952,Morocco,0
1952,Finland,1
1952,Sri Lanka,0
1952,Czech Republic,9
1952,New Zealand,2
1952,Greece,0
1952,Vietnam,0
1952,Lithuania,0
1952,Israel,0
1952,ZZX,0
1952,Cuba,0
1952,Slovakia,0
1952,Turkey,0
1952,Bulgaria,0
1952,Colombia,0
1952,Jamaica,0
1952,Belgium,0
1952,Thailand,0
1952,Bahrain,0
1952,USA,15
1952,Kazakhstan,0
1952,Croatia,0
1952,Georgia,0
1952,Malaysia,0
1952,Zimbabwe,0
1952,Algeria,0
1952,Spain,0
1952,Venezuela,0
1952,Switzerland,0
1952,Poland,0
1952,Costa Rica,0
1952,Mongolia,0
1952,Uzbekistan,0
1952,Syria,0
1952,South Africa,3
1952,Brazil,0
1952,Hungary,33
1952,Taiwan,0
1952,China,0
1952,Montenegro,0
1952,Russia,37
1952,Egypt,0
1952,Ukraine,0
1952,IOP,0
1952,Mexico,0
1952,Netherlands,7
1952,Cameroon,0
1952,Romania,0
1952,Japan,0
1952,Ireland,0
1952,Bahamas,0
1952,Portugal,0
1952,Mozambique,0
1952,Singapore,0
1952,Canada,0
1952,Austria,1
1952,Ethiopia,0
1952,Norway,1
1952,Latvia,0
1952,Germany,7
1952,Azerbaijan,0
1952,Estonia,0
1952,Belarus,0
1952,Tunisia,0
1952,UK,7
1952,Chile,0
1952,India,0
1952,Serbia,0
1952,Argentina,0
1952,North Korea,0
1952,Tajikistan,0
1952,Iceland,0
1952,Peru,0
1952,France,1
1956,nan,0
1956,Indonesia,0
1956,Nigeria,0
1956,Kenya,0
1956,Denmark,3
1956,Slovenia,0
1956,Australia,19
1956,South Korea,0
1956,Italy,0
1956,Sweden,7
1956,Morocco,0
1956,Finland,0
1956,Sri Lanka,0
1956,Czech Republic,2
1956,New Zealand,0
1956,Greece,0
1956,Vietnam,0
1956,Lithuania,0
1956,Israel,0
1956,ZZX,0
1956,Cuba,0
1956,Slovakia,0
1956,Turkey,0
1956,Bulgaria,0
1956,Colombia,0
1956,Jamaica,0
1956,Belgium,0
1956,Thailand,0
1956,Bahrain,0
1956,USA,20
1956,Kazakhstan,0
1956,Croatia,0
1956,Georgia,0
1956,Malaysia,0
1956,Zimbabwe,0
1956,Algeria,0
1956,Spain,0
1956,Venezuela,0
1956,Switzerland,0
1956,Poland,7
1956,Costa Rica,0
1956,Mongolia,0
1956,Uzbekistan,0
1956,Syria,0
1956,South Africa,4
1956,Brazil,0
